ids,RatingID,erkey,AccountabilityID,RatingYear,BaseYear,RatingInterval,CN_Priority,Creation_Date,date_calculated,publish_date,exclude,ExcludeFromLists,previousratingid,DataEntryAnalyst,Rpt_Comp_Date,Rpt_Comp_Emp,Reader2_Date,EmployeeID,Rpt_Ap_Date,Rpt_Ap_Emp,Rpt_Ver_Date,Incomplete,BoardList_Status,StaffList_Status,AuditedFinancial_status,Form990_status,Privacy_Status,StatusID,DonorAdvisoryDate,DonorAdvisoryText,IRSControlID,ResultsID,DonorAdvisoryCategoryID,RatingTableID,CauseID,CNVersion,Tax_Year,CEO_Salary,Direct_Support,Indirect_Support,Govt_Grants,Total_Contributions,ProgSvcRev,MemDues,PrimaryRev,Other_Revenue,Total_Revenue,Excess_Deficit,Int_Expense,Depreciation,Total_Expenses,Total_Func_Exp,Program_Expenses,Administration_Expenses,Fundraising_Expenses,Pymt_Affiliates,Total_Assets,Total_Liabilities,Total_Net_Assets,Assets_45,Assets_46,Assets_47c,Assets_48c,Assets_49,Assets_54,Liability_60
39,128590,er-31044,90712,2016,2013,3,,43083.7366319444,43143.4656712963,43160,0,0,118693,85,43140.5326157407,NaN,NaN,85,43143.4661458333,70,43143.4661458333,NaN,1,1,0,1,1,NaN,NaN,NaN,83,NaN,NaN,29,29,2.1,2016,90000,NaN,NaN,952637,3080989,25540,0,3106529,334887,3441416,565956,NaN,NaN,2875460,2875460,2556758,125510,193192,0,6989303,187416,6801887,NaN,NaN,NaN,NaN,NaN,NaN,NaN
40,128597,er-31048,90719,2016,2012,4,,43083.7366319444,43157.652962963,43160,0,0,113311,85,43123.6271990741,NaN,NaN,85,43132.4753819444,56,43132.4753819444,NaN,1,1,0,0,2,NaN,NaN,NaN,83,NaN,NaN,6,6,2.1,2016,174304,NaN,NaN,0,1467488,290242,144321,1757730,184259,1941989,-75493,NaN,NaN,2017482,2017482,1559148,375859,82475,0,3723591,152647,3570944,NaN,NaN,NaN,NaN,NaN,NaN,NaN
41,127605,er-32463,89727,2016,2013,3,,43038.6408449074,43082.6216666667,43091,0,0,111588,70,43070.3970717593,NaN,NaN,70,43082.6217476852,74,43082.6217476852,NaN,1,1,0,0,0,NaN,NaN,NaN,82,NaN,NaN,4,4,2.1,2016,100000,NaN,NaN,0,913627,519797,0,1433424,1959659,3393083,268278,NaN,NaN,3124805,3124805,2009169,912221,203415,0,8099244,6915022,1184222,NaN,NaN,NaN,NaN,NaN,NaN,NaN
42,127610,er-32477,89732,2016,2013,3,,43038.6408449074,43103.4079861111,43132,0,0,115559,73,43091.4611689815,NaN,NaN,73,43103.4080787037,74,43103.4080787037,NaN,1,1,0,0,0,NaN,NaN,NaN,82,NaN,NaN,4,4,2.1,2016,89260,NaN,NaN,0,746664,475925,0,1222589,47775,1270364,-284092,NaN,NaN,1554456,1554456,1249076,184366,121014,0,2077355,832702,1244653,NaN,NaN,NaN,NaN,NaN,NaN,NaN
43,128599,er-31050,90721,2016,2013,3,,43083.7366319444,43145.4559143518,43160,0,0,118702,85,43140.5347106481,NaN,NaN,85,43145.4559722222,74,43145.4559722222,NaN,1,1,0,0,0,NaN,NaN,NaN,83,NaN,NaN,3,3,2.1,2016,92700,NaN,NaN,0,348863,23507,0,372370,14113,386483,-1123009,NaN,NaN,1509492,1509492,1145410,265670,98412,0,5654027,42277,5611750,NaN,NaN,NaN,NaN,NaN,NaN,NaN
44,128601,er-31072,90723,2016,2013,3,,43083.7366319444,43138.4491898148,43160,0,0,115892,85,43130.5798032407,NaN,NaN,85,43138.449212963,70,43138.449212963,NaN,1,1,1,1,1,NaN,NaN,NaN,83,NaN,NaN,29,29,2.1,2016,79665,NaN,NaN,188231,7016011,219450,0,7235461,66674,7302135,2045068,NaN,NaN,5257067,5257067,4773603,352331,131133,0,5420052,23508,5396544,NaN,NaN,NaN,NaN,NaN,NaN,NaN
45,128958,er-31620,91080,2016,2013,3,,43083.7366319444,43152.6180555556,43160,0,0,123456,11,43150.8980902778,NaN,NaN,11,43152.6182638889,70,43152.618275463,NaN,1,1,1,0,1,NaN,NaN,NaN,83,NaN,NaN,29,29,2.1,2016,490916,NaN,NaN,470382,54680902,24511830,0,79192732,61285951,140478683,5293499,NaN,NaN,135185184,135185184,130411708,4610270,163206,0,69788942,33761548,36027394,NaN,NaN,NaN,NaN,NaN,NaN,NaN
46,128961,er-31621,91083,2016,2013,3,,43083.7366319444,43139.4596064815,43160,1,0,117830,11,43133.4480324074,NaN,NaN,11,43139.4601967593,70,43139.4601967593,NaN,1,1,1,1,1,NaN,NaN,NaN,83,NaN,NaN,29,29,2.1,2016,0,NaN,NaN,60303,4791946,0,0,4791946,-94882,4697064,1762483,NaN,NaN,2934581,2934581,2909027,19283,6271,0,6505233,15733,6489500,NaN,NaN,NaN,NaN,NaN,NaN,NaN
47,129177,er-31977,91299,2017,2014,3,,43083.7366319444,43153.6131134259,43160,0,0,119027,58,43151.6748032407,NaN,NaN,58,43153.6142013889,85,43153.6142013889,NaN,0,1,1,1,1,NaN,NaN,NaN,83,NaN,NaN,2,2,2.1,2017,37894,NaN,NaN,0,1575748,1736667,0,3312415,94066,3406481,126024,NaN,NaN,3280457,3280457,2709129,291930,279398,0,5218172,173648,5044524,NaN,NaN,NaN,NaN,NaN,NaN,NaN
48,129192,er-31987,91314,2016,2013,3,,43083.7366319444,43143.4860185185,43160,0,0,117718,58,43133.6469560185,NaN,NaN,58,43143.4862037037,56,43143.4862037037,NaN,1,1,0,0,0,NaN,NaN,NaN,83,NaN,NaN,2,2,2.1,2016,118352,NaN,NaN,0,1311510,314112,236755,1625622,31316,1656938,275195,NaN,NaN,1381743,1381743,1045076,220712,115955,0,2408398,86363,2322035,NaN,NaN,NaN,NaN,NaN,NaN,NaN
49,128603,er-31074,90725,2016,2013,3,,43083.7366319444,43145.5184953704,43160,0,0,118704,85,43144.4863657407,NaN,NaN,85,43145.5185416667,74,43145.5185416667,NaN,1,1,1,1,1,NaN,NaN,NaN,83,NaN,NaN,3,3,2.1,2016,210000,NaN,NaN,1111897,3096306,3483891,264028,6580197,1379618,7959815,-462324,NaN,NaN,8422139,8422139,7119922,1131966,170251,0,23968629,2504957,21463672,NaN,NaN,NaN,NaN,NaN,NaN,NaN
50,128605,er-31076,90727,2016,2013,3,,43083.7366319444,43145.5209375,43160,0,0,118705,85,43144.5715740741,NaN,NaN,85,43145.5209722222,74,43145.5209722222,NaN,1,1,1,1,1,NaN,NaN,NaN,83,NaN,NaN,3,3,2.1,2016,86500,NaN,NaN,278684,2274459,1652223,220283,3926682,62767,3989449,766755,NaN,NaN,3222694,3222694,2454761,663966,103967,0,7945005,1105896,6839109,NaN,NaN,NaN,NaN,NaN,NaN,NaN
51,128311,er-30627,90433,2016,2013,3,,43083.7366319444,43139.6947222222,43160,0,0,118016,85,43139.4911574074,NaN,NaN,85,43139.6969097222,51,43139.6969097222,NaN,1,1,1,1,1,NaN,NaN,NaN,83,NaN,NaN,16,16,2.1,2016,267350,NaN,NaN,0,3631686,1355747,0,4987433,11841943,16829376,-97946,NaN,NaN,16927322,16927322,14445207,1462546,1019569,0,41427510,1212287,40215223,NaN,NaN,NaN,NaN,NaN,NaN,NaN
52,128316,er-30632,90438,2016,2012,4,,43083.7366319444,43152.6820833333,43160,0,0,122876,48,43151.4736111111,NaN,NaN,48,43152.6815046296,51,43152.6815046296,NaN,1,1,0,1,0,NaN,NaN,NaN,83,NaN,NaN,16,16,2.1,2016,218127,NaN,NaN,0,3355758,2207175,0,5562933,922358,6485291,-139370,NaN,NaN,6624661,6624661,5939678,183718,501265,0,25233734,1415597,23818137,NaN,NaN,NaN,NaN,NaN,NaN,NaN
53,129486,er-32595,91608,2016,2013,3,,43083.7366319444,43151.7024652778,43160,0,0,119209,73,43147.4200578704,NaN,NaN,73,43151.7026041667,11,43151.7026041667,NaN,1,1,0,0,0,NaN,NaN,NaN,83,NaN,NaN,16,16,2.1,2016,153462,NaN,NaN,0,677193,622789,0,1299982,344086,1644068,50883,NaN,NaN,1593185,1593185,1252793,182070,158322,0,6255943,515571,5740372,NaN,NaN,NaN,NaN,NaN,NaN,NaN
54,129487,er-32596,91609,2016,2013,3,,43083.7366319444,43143.505462963,43160,0,0,113862,85,43137.4284953704,NaN,NaN,85,43143.5055092593,74,43143.5055092593,NaN,1,1,0,0,0,NaN,NaN,NaN,83,NaN,NaN,3,3,2.1,2016,154428,NaN,NaN,4000,941271,543387,0,1484658,112730,1597388,63427,NaN,NaN,1533961,1533961,1196265,200650,137046,0,8204140,40893,8163247,NaN,NaN,NaN,NaN,NaN,NaN,NaN
